Nombre,Edad,EstadoCivil,Hijos,Residencia,propiedades,vivienda,educacion,empleo,telefono,Ingreso,balance,creditos_otro,suscrito notificaciones,Cta_Ahorros,Cta_Corriente,tarjeta_credito,monto_credito,duracion,tasa_mensual,mora_otros,Limite_Credito,razonPrestamo
Rodolfo Anacleto Cid Barco,36,H Soltero,0,2,Propietario de Bienes Raices,Alquiler,secundaria,Dependiente,Si,Mayor a 45000,34,ninguno,0,SI,SI,1,3905,11,2,no,Sin linea de crédito,Vehículo
Joel Roca,35,H Soltero,0,4,desconocido/ninguno,Propietario,Superior,Dependiente,No,Menor a 25000,795,ninguno,1,SI,SI,1,3386,12,3,no,Sin linea de crédito,Divisas 
Nadia Priego Sola,27,F Soltera,0,1,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,Menor a 25000,117,ninguno,0,SI,SI,0,343,6,4,no,Sin linea de crédito,Electrodomésticos
Tristán Chico Bejarano,32,H Soltero,0,2,Propietario automóviles,Propietario,Superior,Dependiente,No,Menor a 25000,5462,ninguno,0,SI,SI,1,4594,18,3,no,Sin limite,Viaje
Ruy Melchor Isern Salgado,37,H Soltero,0,2,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Mayor a 45000,402,ninguno,0,SI,SI,0,3620,36,1,no,Sin linea de crédito,Mejora Vivienda
Buenaventura Sierra Valero,36,H Soltero,1,3,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,Menor a 25000,641,ninguno,0,SI,SI,0,1721,15,2,no,Sin linea de crédito,Vehículo
Felisa Rivera Torrecilla,34,F Soltera,1,1,Propietario de Bienes Raices,Alquiler,Superior,Empresario,Si,Mayor a 45000,36,ninguno,0,SI,SI,0,3017,12,3,no,entre 0-5000,Mejora Vivienda
Quique Ruano Checa,38,H Soltero,0,4,Propietario apartamentos,Propietario,Superior,Dependiente,Si,Menor a 25000,383,ninguno,0,NO,SI,1,754,12,4,no,entre 0-5000,Persona
Edu Santiago Uribe,34,H Soltero,0,1,Propietario automóviles,Propietario,secundaria,Dependiente,No,25000-45000,283,Préstamo a plazo,0,SI,NO,1,1950,18,4,no,Sin limite,Negocio
Eric Clemente Asensio Duran,63,H Soltero,0,4,desconocido/ninguno,Propietario,Superior,Dependiente,No,Menor a 25000,0,Bancario,0,NO,SI,1,2924,24,3,no,Sin linea de crédito,Divisas 
Abigaíl Téllez Mancebo,29,F Casada,2,2,Propietario automóviles,Alquiler,secundaria,Técnico,No,Menor a 25000,3102,ninguno,1,NO,SI,0,1659,24,4,no,Sin linea de crédito,Viaje
Isidro Ugarte Villalobos,32,H Soltero,0,3,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Menor a 25000,889,Bancario,0,SI,SI,0,7238,48,3,no,Sin limite,Viaje
Milagros Briones Reguera,26,F Soltera,2,2,Propietario automóviles,Propietario,secundaria,Dependiente,No,25000-45000,0,ninguno,0,SI,SI,1,2764,33,2,no,Sin limite,Negocio
Maxi Agullo Araujo,35,H Soltero,0,3,Propietario automóviles,Propietario,secundaria,Técnico,No,Menor a 25000,-370,ninguno,0,NO,SI,0,4679,24,3,no,Sin limite,Divisas 
Ruy Pizarro Julián,22,H Casado,3,2,Propietario automóviles,Alquiler,Superior,Dependiente,No,Menor a 25000,-606,ninguno,1,SI,SI,0,3092,24,3,no,entre 0-5000,Viaje
Ámbar Esmeralda Carreras Casado,23,F Soltera,0,4,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Menor a 25000,10378,ninguno,1,NO,SI,0,448,6,4,no,Sin linea de crédito,Estudios
Teodoro Segarra Alberola,28,H Soltero,3,3,Propietario automóviles,Propietario,primaria,Técnico,Si,25000-45000,1313,ninguno,1,SI,SI,0,654,9,4,no,Sin linea de crédito,Vehículo
Natalio Vilanova Carbajo,36,H Soltero,0,4,Propietario apartamentos,Propietario,Superior,Empresario,No,25000-45000,8969,ninguno,0,SI,SI,1,1238,6,4,no,Sin limite,Persona
Eugenio Juan Martorell,33,H Casado,0,2,Propietario automóviles,Propietario,secundaria,Dependiente,Si,25000-45000,-196,ninguno,1,SI,SI,0,1245,18,4,no,entre 0-5000,Viaje
Adelia Gargallo Ugarte,26,F Casada,2,4,Propietario apartamentos,Alquiler,secundaria,Dependiente,Si,Menor a 25000,15,ninguno,1,SI,NO,0,3114,18,1,si,Sin linea de crédito,Mejora Vivienda
Alejo Gallego-Galvez,24,H Soltero,0,4,Propietario automóviles,Propietario,secundaria,Dependiente,Si,25000-45000,4608,ninguno,0,SI,SI,0,2569,39,4,no,Sin limite,Divisas 
Jose Angel Agudo Tormo,25,H Soltero,1,2,Propietario automóviles,Propietario,Superior,Dependiente,Si,Menor a 25000,666,Bancario,0,SI,SI,1,5152,24,4,no,mayor 5000,Viaje
Gabriel Maldonado Piñeiro,39,H Soltero,2,4,Propietario de Bienes Raices,Propietario,primaria,Técnico,Si,Menor a 25000,452,ninguno,0,SI,SI,1,1037,12,3,no,entre 0-5000,Negocio
Segismundo del Quintero,44,H Soltero,1,4,Propietario automóviles,Propietario,secundaria,Dependiente,No,25000-45000,149,ninguno,0,NO,SI,0,1478,15,4,no,Sin linea de crédito,Mejora Vivienda
Begoña Ariel Sanabria Tapia,23,F divorciada,0,1,Propietario de Bienes Raices,Propietario,Superior,Técnico,Si,25000-45000,7802,ninguno,0,SI,SI,1,3573,12,1,no,entre 0-5000,Viaje
Cleto Ferrera Gonzalo,26,H Soltero,2,1,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Menor a 25000,1453,ninguno,0,SI,SI,1,1201,24,4,no,entre 0-5000,Vehículo
Cándida Aragonés Gallardo,57,F Casada,1,4,Propietario apartamentos,Alquiler,secundaria,Dependiente,No,25000-45000,1480,ninguno,0,SI,SI,0,3622,30,4,no,Sin linea de crédito,Mejora Vivienda
Carmelita Santiago,30,F Casada,2,2,Propietario apartamentos,Propietario,desconocido,Dependiente,Si,Menor a 25000,715,ninguno,0,NO,SI,1,960,15,3,no,Sin limite,Mejora Vivienda
Emilio Bellido-Bustos,44,H Soltero,2,4,Propietario de Bienes Raices,Contrato A,secundaria,Dependiente,No,Mayor a 45000,237,ninguno,0,SI,SI,0,1163,12,4,no,Sin limite,Vehículo
Román Feliu Asenjo,47,H Soltero,0,4,Propietario apartamentos,Propietario,secundaria,Empresario,No,25000-45000,694,ninguno,1,SI,SI,1,1209,6,4,no,entre 0-5000,Vehículo
Poncio Rosario Aparicio Iglesias,52,H Soltero,0,4,Propietario automóviles,Propietario,Superior,Dependiente,No,Menor a 25000,0,ninguno,0,SI,NO,0,3077,12,2,no,Sin limite,Viaje
Felicia Farré Palmer,62,F divorciada,1,4,desconocido/ninguno,Propietario,Superior,Dependiente,No,Menor a 25000,55,ninguno,0,SI,SI,0,3757,24,4,no,Sin limite,Vehículo
Gaspar Batalla Álamo,35,H Soltero,0,2,Propietario de Bienes Raices,Alquiler,primaria,Técnico,Si,Mayor a 45000,136,ninguno,0,SI,SI,1,1418,10,3,no,Sin limite,Vehículo
Godofredo Armando Pozo Saez,26,H Soltero,0,3,Propietario apartamentos,Alquiler,secundaria,Dependiente,Si,Menor a 25000,-404,ninguno,0,SI,NO,1,3518,6,2,si,Sin limite,Vehículo
Edmundo Suárez Jiménez,26,H Soltero,1,2,desconocido/ninguno,Propietario,primaria,Dependiente,Si,Menor a 25000,779,ninguno,0,NO,SI,0,1934,12,2,no,Sin limite,Viaje
Maura Ribes Torrents,42,F divorciada,3,4,desconocido/ninguno,Propietario,primaria,Empresario,No,Menor a 25000,1187,ninguno,1,SI,NO,0,8318,27,2,no,entre 0-5000,Negocio
Azeneth Anastasia Llorente Rivera,27,F Casada,2,1,Propietario apartamentos,Propietario,Superior,Dependiente,Si,Menor a 25000,641,ninguno,0,SI,NO,0,1237,6,1,no,Sin limite,Viaje
Héctor Bustos Llamas,38,H Soltero,1,4,Propietario apartamentos,Propietario,desconocido,Dependiente,Si,25000-45000,826,ninguno,0,SI,NO,1,368,6,4,no,entre 0-5000,Viaje
Rogelio Claudio Portillo Morán,39,H Soltero,1,2,Propietario de Bienes Raices,Alquiler,secundaria,Técnico,Si,Menor a 25000,991,ninguno,0,SI,SI,0,2122,12,3,no,Sin linea de crédito,Vehículo
Artemio Manuel-Múñiz,20,H Casado,0,4,Propietario automóviles,Propietario,secundaria,Dependiente,Si,25000-45000,1796,ninguno,1,SI,NO,1,2996,24,2,no,Sin linea de crédito,Mejora Vivienda
Lázaro Piña Matas,29,H Soltero,0,1,desconocido/ninguno,Alquiler,secundaria,Empresario,No,25000-45000,22,ninguno,1,SI,SI,0,9034,36,4,no,entre 0-5000,Mejora Vivienda
Marc Rojas Frías,40,H Soltero,3,3,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,25000-45000,244,ninguno,0,SI,SI,0,1585,24,4,no,Sin limite,Mejora Vivienda
Andrés Martínez-Izquierdo,32,H Casado,0,2,Propietario de Bienes Raices,Propietario,Superior,Técnico,Si,25000-45000,1328,ninguno,0,NO,NO,1,1301,18,4,no,entre 0-5000,Viaje
Inocencio Olivé Carro,28,H divorciado,2,4,Propietario automóviles,Propietario,secundaria,Dependiente,No,25000-45000,7317,ninguno,0,SI,SI,1,1323,6,2,no,mayor 5000,Vehículo
Jennifer Terrón Crespi,27,F divorciada,0,1,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Mayor a 45000,4943,ninguno,1,SI,SI,0,3123,24,4,no,Sin linea de crédito,Vehículo
Domingo Chucho Solís Estevez,42,H Soltero,0,4,desconocido/ninguno,Propietario,secundaria,Dependiente,Si,Mayor a 45000,258,ninguno,0,SI,SI,1,5493,36,2,no,Sin linea de crédito,Divisas 
Juan Bautista Ariel Galvez Piña,49,H divorciado,0,4,Propietario de Bienes Raices,Propietario,Superior,Dependiente,Si,Menor a 25000,515,ninguno,0,NO,SI,0,1126,9,2,no,mayor 5000,Viaje
Ángel Báez Castellanos,38,H Soltero,3,4,desconocido/ninguno,Propietario,Superior,Dependiente,Si,25000-45000,12607,Bancario,1,SI,NO,0,1216,24,4,no,entre 0-5000,Viaje
Yaiza Barroso Mayol,24,F divorciada,1,4,Propietario apartamentos,Alquiler,secundaria,Dependiente,Si,25000-45000,2,ninguno,1,NO,SI,0,1207,24,4,no,Sin linea de crédito,Vehículo
Asdrubal Espada Pinilla,27,H Soltero,0,4,Propietario apartamentos,Propietario,Superior,Técnico,Si,25000-45000,13,ninguno,1,NO,NO,0,1309,10,4,no,Sin limite,Vehículo
Bonifacio Peiró Saura,36,H Soltero,0,2,Propietario automóviles,Propietario,primaria,Dependiente,No,Menor a 25000,103,ninguno,0,SI,SI,1,2360,15,2,no,mayor 5000,Divisas 
Eustaquio Salom Narváez,34,H Soltero,1,2,Propietario apartamentos,Propietario,Superior,Empresario,No,Mayor a 45000,3872,ninguno,1,SI,SI,0,6850,15,1,no,entre 0-5000,Vehículo
Julio Sacristán Blázquez,28,H Casado,0,2,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,25000-45000,296,ninguno,0,SI,SI,0,1413,24,4,no,Sin limite,Viaje
Victorino Arias-Garcés,45,H Soltero,0,2,Propietario automóviles,Propietario,primaria,Empresario,No,Menor a 25000,217,ninguno,0,NO,NO,1,8588,39,4,no,Sin limite,Divisas 
Edgardo Bauzà-Escolano,26,H Soltero,0,2,Propietario de Bienes Raices,Propietario,Superior,Dependiente,Si,Menor a 25000,360,ninguno,1,SI,SI,0,759,12,4,no,Sin linea de crédito,Vehículo
Felix Gallardo Barriga,32,H Soltero,2,2,desconocido/ninguno,Propietario,secundaria,Empresario,No,Mayor a 45000,428,ninguno,0,SI,SI,1,4686,36,2,no,Sin limite,Divisas 
Epifanio Marcio Malo Roldán,26,H Soltero,2,4,Propietario apartamentos,Alquiler,secundaria,Dependiente,No,Menor a 25000,315,ninguno,0,SI,SI,0,2687,15,2,no,mayor 5000,Negocio
Ambrosio Wálter Escobar Gutiérrez,20,H Casado,0,4,Propietario de Bienes Raices,Alquiler,secundaria,Dependiente,Si,Menor a 25000,121,ninguno,0,SI,NO,0,585,12,4,no,entre 0-5000,Viaje
Bartolomé Arenas Mayol,54,H Soltero,3,1,Propietario apartamentos,Propietario,Superior,Dependiente,Si,Menor a 25000,820,ninguno,0,SI,SI,0,2255,24,4,no,Sin limite,Vehículo
Elodia Salvador Juan,37,F divorciada,0,3,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Mayor a 45000,195,ninguno,0,SI,SI,1,609,6,4,no,Sin linea de crédito,Vehículo
Heraclio Ortega Soler,40,H Soltero,3,4,Propietario de Bienes Raices,Propietario,Superior,Técnico,Si,Menor a 25000,108,ninguno,0,SI,SI,0,1361,6,2,no,Sin linea de crédito,Vehículo
Reyes Tejera-Arrieta,23,F Soltera,0,4,Propietario apartamentos,Alquiler,Superior,Dependiente,No,25000-45000,-381,ninguno,1,SI,NO,0,7127,36,2,no,Sin limite,Mejora Vivienda
Anastasio de Cabeza,43,H Soltero,1,2,Propietario apartamentos,Propietario,primaria,Dependiente,No,Menor a 25000,757,ninguno,0,SI,SI,0,1203,6,3,no,Sin linea de crédito,Vehículo
Salvador de Carnero,36,H Soltero,0,4,desconocido/ninguno,Propietario,Superior,Dependiente,Si,Menor a 25000,691,ninguno,0,SI,NO,0,700,6,4,no,Sin limite,Viaje
Amor Mora Cano,44,H Soltero,1,4,desconocido/ninguno,Propietario,primaria,Dependiente,Si,25000-45000,1925,ninguno,0,SI,NO,1,5507,24,3,no,Sin limite,Mejoras del hogar
Aroa Sevillano Cordero,24,F Casada,3,2,Propietario de Bienes Raices,Propietario,Superior,Dependiente,Si,Menor a 25000,902,ninguno,1,NO,SI,0,3190,18,2,no,Sin linea de crédito,Viaje
Damián Colom Gimenez,53,H Soltero,3,4,desconocido/ninguno,Propietario,secundaria,Dependiente,Si,25000-45000,5207,ninguno,1,SI,SI,1,7119,48,3,no,Sin linea de crédito,Mejora Vivienda
Priscila Pellicer Cepeda,23,F divorciada,2,4,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Menor a 25000,0,ninguno,0,NO,SI,0,3488,24,3,no,Sin limite,Divisas 
Belen Torres,26,F Casada,2,4,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,Menor a 25000,665,ninguno,0,SI,SI,0,1113,18,4,no,entre 0-5000,Viaje
Alex Cuesta Villalonga,30,H Soltero,3,3,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Menor a 25000,738,ninguno,0,SI,SI,1,7966,26,2,no,entre 0-5000,Divisas 
Noa Castelló Galiano,31,F Casada,0,3,Propietario automóviles,Propietario,primaria,Dependiente,Si,Menor a 25000,233,ninguno,0,SI,NO,1,1532,15,4,no,Sin limite,Estudios
Sabas Ramis Montes,42,H Soltero,0,1,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,Menor a 25000,-839,ninguno,0,SI,SI,1,1503,4,2,no,Sin limite,Viaje
Rafael Barriga Mateos,31,H divorciado,1,4,Propietario automóviles,Alquiler,primaria,Dependiente,Si,Menor a 25000,5799,ninguno,1,NO,SI,0,2302,36,4,no,Sin linea de crédito,Viaje
Marcelo Paredes Sanabria,41,H Soltero,2,4,Propietario de Bienes Raices,Contrato A,secundaria,Técnico,No,Menor a 25000,1033,ninguno,0,SI,NO,1,662,6,3,no,Sin linea de crédito,Vehículo
Tiburcio Alfredo Sanjuan Montes,32,H Soltero,1,1,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Menor a 25000,66,ninguno,0,SI,SI,1,2273,36,3,no,entre 0-5000,Estudios
Elodia Montoya Conde,28,F divorciada,2,4,Propietario automóviles,Alquiler,primaria,Dependiente,No,25000-45000,2567,ninguno,1,NO,SI,0,2631,15,2,no,entre 0-5000,Vehículo
Amor Kike Yáñez Miralles,41,H Casado,1,4,Propietario de Bienes Raices,Alquiler,Superior,Dependiente,Si,25000-45000,1584,ninguno,0,SI,SI,0,1503,12,4,no,Sin limite,Divisas 
Curro Alfonso Sureda,26,H Casado,1,3,Propietario apartamentos,Propietario,secundaria,Dependiente,No,Mayor a 45000,182,ninguno,0,SI,SI,0,1311,24,4,no,Sin limite,Viaje
Cosme Verdú Mendizábal,25,H Soltero,1,2,Propietario automóviles,Propietario,primaria,Dependiente,Si,25000-45000,76,ninguno,0,NO,NO,0,3105,24,4,no,Sin limite,Viaje
Balduino Carbajo-Gelabert,33,H divorciado,1,1,Propietario automóviles,Alquiler,secundaria,Dependiente,Si,25000-45000,663,ninguno,1,SI,SI,0,2319,21,2,no,mayor 5000,Estudios
Anna Riba Ochoa,75,F Casada,0,3,Propietario apartamentos,Propietario,secundaria,Empresario,No,25000-45000,3455,ninguno,0,NO,SI,1,1374,6,4,no,Sin linea de crédito,Vehículo
Emilia Isern-Rosell,37,F Soltera,1,4,Propietario apartamentos,Propietario,secundaria,Dependiente,No,Menor a 25000,15,ninguno,0,SI,SI,1,3612,18,3,no,entre 0-5000,Mejora Vivienda
Damián Casals-Gómez,42,H Soltero,0,4,desconocido/ninguno,Propietario,primaria,Empresario,Si,Menor a 25000,1054,Bancario,1,NO,SI,0,7763,48,4,no,Sin linea de crédito,Vehículo
Pascuala Jerez-Salcedo,45,F divorciada,1,1,Propietario apartamentos,Propietario,Superior,Técnico,Si,25000-45000,1529,Préstamo a plazo,0,SI,SI,0,3049,18,1,no,mayor 5000,Mejora Vivienda
Octavio Quevedo Bellido,23,H Casado,2,1,Propietario de Bienes Raices,Alquiler,secundaria,Dependiente,Si,Mayor a 45000,63,ninguno,1,SI,SI,0,1534,12,1,no,entre 0-5000,Viaje
Guadalupe Fernandez Porcel,60,H Soltero,0,4,desconocido/ninguno,Propietario,Superior,Dependiente,No,25000-45000,0,ninguno,0,SI,SI,0,2032,24,4,no,Sin limite,Vehículo
Evaristo Ariño Oller,31,H Soltero,0,4,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Menor a 25000,920,ninguno,1,SI,SI,1,6350,30,4,no,Sin linea de crédito,Mejora Vivienda
Santos Azorin Ávila,34,H Soltero,1,1,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,Menor a 25000,3696,ninguno,1,SI,NO,1,2864,18,2,no,mayor 5000,Mejora Vivienda
Porfirio Pellicer,61,H Soltero,2,4,Propietario de Bienes Raices,Propietario,desconocido,Técnico,Si,25000-45000,59,ninguno,0,SI,SI,0,1255,12,4,no,Sin limite,Vehículo
Leocadio Lorenzo Feijoo,43,H Soltero,2,2,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,Menor a 25000,0,ninguno,1,SI,SI,0,1333,24,4,no,Sin linea de crédito,Vehículo
Noemí Pedrosa Pi,37,F Casada,1,4,Propietario automóviles,Propietario,secundaria,Dependiente,No,Mayor a 45000,157,ninguno,0,SI,NO,1,2022,24,4,no,Sin limite,Vehículo
Norberto de Teruel,32,H Soltero,1,1,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Menor a 25000,2465,Bancario,0,SI,SI,0,1552,24,3,no,Sin limite,Viaje
María Cristina Delgado Reyes,24,F Soltera,0,4,Propietario de Bienes Raices,Propietario,primaria,Técnico,Si,25000-45000,0,Bancario,1,NO,SI,1,626,12,4,no,Sin linea de crédito,Viaje
Fulgencio Figueras Fernandez,35,H Soltero,0,1,desconocido/ninguno,Propietario,secundaria,Dependiente,No,Menor a 25000,2,ninguno,0,NO,NO,1,8858,48,2,si,Sin limite,Divisas 
Valentina Inés Pi Frutos,23,F Casada,2,4,Propietario de Bienes Raices,Propietario,Superior,Dependiente,Si,Menor a 25000,0,ninguno,0,SI,SI,0,996,12,4,no,Sin limite,Mejoras del hogar
Goyo Isidro Cañas Zorrilla,45,H Soltero,1,4,Propietario apartamentos,Propietario,Superior,Técnico,Si,Menor a 25000,12437,Bancario,0,SI,SI,0,1750,6,2,no,Sin limite,Viaje
Sandalio Rómulo Trujillo Moya,34,H Casado,1,1,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,No,Mayor a 45000,378,ninguno,1,SI,SI,1,6999,48,1,no,Sin linea de crédito,Viaje
Ciríaco Azcona Roldán,27,H Soltero,1,1,Propietario automóviles,Propietario,primaria,Dependiente,Si,Menor a 25000,211,ninguno,0,NO,SI,0,1995,12,4,no,entre 0-5000,Vehículo
Julia Hidalgo Amador,67,F Casada,3,4,Propietario apartamentos,Propietario,secundaria,Empresario,No,25000-45000,-228,ninguno,0,NO,NO,0,1199,9,4,no,entre 0-5000,Estudios
Guillermo Elorza Guijarro,22,H Soltero,2,1,Propietario automóviles,Propietario,secundaria,Dependiente,Si,25000-45000,2747,Préstamo a plazo,1,SI,SI,0,1331,12,2,no,entre 0-5000,Viaje
Evelia Ferrán Cañellas,28,F Casada,0,3,Propietario automóviles,Propietario,Superior,Dependiente,Si,25000-45000,1932,ninguno,1,NO,NO,1,2278,18,3,no,entre 0-5000,Vehículo
Melania Lorenza Castilla Esparza,29,F divorciada,3,4,Propietario apartamentos,Propietario,secundaria,Dependiente,No,25000-45000,11269,Bancario,1,SI,SI,0,5003,21,1,no,Sin limite,Vehículo
Julio Alemany Morera,27,H Soltero,2,4,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Menor a 25000,1314,Bancario,1,SI,SI,0,3552,24,3,no,Sin linea de crédito,Mejora Vivienda
José María José Luis Román Santamaría,31,H Soltero,1,2,Propietario de Bienes Raices,Propietario,primaria,Técnico,Si,Menor a 25000,2275,ninguno,1,SI,SI,1,1928,18,2,no,entre 0-5000,Mejora Vivienda
Cosme Evaristo Ibañez Bermejo,49,H Soltero,0,4,desconocido/ninguno,Propietario,Superior,Dependiente,No,25000-45000,1304,Bancario,0,NO,SI,0,2964,24,4,no,Sin linea de crédito,Divisas 
Espiridión Nicolás Gámez,24,H Soltero,0,4,Propietario automóviles,Alquiler,secundaria,Técnico,Si,25000-45000,720,Bancario,1,SI,SI,0,1546,24,4,si,Sin linea de crédito,Viaje
Azucena Palmer-Pomares,29,F divorciada,0,1,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,25000-45000,2914,Bancario,0,NO,SI,1,683,6,2,no,mayor 5000,Viaje
Nacio Juan Luis Abascal Barón,37,H Soltero,1,4,desconocido/ninguno,Propietario,secundaria,Dependiente,No,Menor a 25000,1464,ninguno,1,SI,SI,0,12389,36,1,no,entre 0-5000,Vehículo
Galo Recio Pérez,37,H Soltero,0,2,Propietario apartamentos,Propietario,secundaria,Empresario,No,Menor a 25000,11555,Bancario,0,NO,SI,1,4712,24,4,no,entre 0-5000,Negocio
Amor Falcó Rozas,23,F Casada,0,2,Propietario apartamentos,Alquiler,secundaria,Dependiente,No,Mayor a 45000,-302,ninguno,0,SI,SI,0,1553,24,3,no,entre 0-5000,Viaje
Emiliano Batlle Mariscal,36,H divorciado,1,3,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Menor a 25000,2497,ninguno,1,NO,SI,1,1372,12,2,no,Sin linea de crédito,Vehículo
José Manuel Villegas Pedrosa,34,H Soltero,0,2,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Menor a 25000,-339,ninguno,0,NO,SI,1,2578,24,2,no,Sin limite,Viaje
Macario Mancebo Múgica,41,H Soltero,0,1,Propietario automóviles,Propietario,secundaria,Dependiente,No,25000-45000,56,ninguno,0,SI,NO,0,3979,48,4,no,entre 0-5000,Viaje
Lilia Villa Acero,31,F Casada,0,2,Propietario automóviles,Propietario,Superior,Dependiente,No,Menor a 25000,211,ninguno,1,NO,SI,1,6758,48,3,no,Sin linea de crédito,Viaje
Leonor Hervás Martí,23,F Casada,2,4,Propietario de Bienes Raices,Alquiler,Superior,Técnico,No,Menor a 25000,3611,ninguno,1,SI,SI,0,3234,24,4,no,Sin linea de crédito,Mejora Vivienda
Máximo Gutierrez Gabaldón,38,H Soltero,0,2,Propietario automóviles,Propietario,primaria,Dependiente,Si,25000-45000,0,ninguno,0,SI,SI,0,5954,30,3,no,Sin limite,Viaje
Alba Peñas Salcedo,26,F Casada,1,4,Propietario apartamentos,Alquiler,secundaria,Empresario,No,Menor a 25000,459,ninguno,0,SI,SI,1,5433,24,2,no,Sin limite,Divisas 
Alma Miranda Cabeza,22,F divorciada,3,4,Propietario apartamentos,Propietario,desconocido,Técnico,Si,25000-45000,242,ninguno,0,NO,SI,0,806,15,4,no,Sin linea de crédito,Negocio
Fabio Serrano Bastida,27,H Soltero,0,4,Propietario automóviles,Propietario,secundaria,Técnico,Si,25000-45000,1138,ninguno,0,NO,NO,0,1082,9,4,no,entre 0-5000,Viaje
Candelaria Socorro Aragón Sastre,24,F divorciada,2,3,Propietario automóviles,Propietario,Superior,Dependiente,Si,25000-45000,1319,Bancario,0,SI,SI,0,2788,15,2,no,Sin limite,Mejora Vivienda
Mirta Estrada Gallego,27,F Casada,2,1,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,Menor a 25000,1,ninguno,0,SI,SI,0,2930,12,2,no,entre 0-5000,Viaje
